item_id,item_name,Categoria (preencha: Arma/Armadura/etc)
T8_SHOES_CLOTH_SET3@3,Elder's Mage Sandals .3,Armadura
T8_SHOES_CLOTH_SET3@4,Elder's Mage Sandals .4,Armadura
T4_OFF_SHIELD,Adept's Shield,Armas
T4_OFF_SHIELD@1,Adept's Shield .1,Armas
T4_OFF_SHIELD@2,Adept's Shield .2,Armas
T4_OFF_SHIELD@3,Adept's Shield .3,Armas
T4_OFF_SHIELD@4,Adept's Shield .4,Armas
T5_OFF_SHIELD,Expert's Shield,Armas
T5_OFF_SHIELD@1,Expert's Shield .1,Armas
T5_OFF_SHIELD@2,Expert's Shield .2,Armas
T5_OFF_SHIELD@3,Expert's Shield .3,Armas
T5_OFF_SHIELD@4,Expert's Shield .4,Armas
T6_OFF_SHIELD,Master's Shield,Armas
T6_OFF_SHIELD@1,Master's Shield .1,Armas
T6_OFF_SHIELD@2,Master's Shield .2,Armas
T6_OFF_SHIELD@3,Master's Shield .3,Armas
T6_OFF_SHIELD@4,Master's Shield .4,Armas
T7_OFF_SHIELD,Grandmaster's Shield,Armas
T7_OFF_SHIELD@1,Grandmaster's Shield .1,Armas
T7_OFF_SHIELD@2,Grandmaster's Shield .2,Armas
T7_OFF_SHIELD@3,Grandmaster's Shield .3,Armas
T7_OFF_SHIELD@4,Grandmaster's Shield .4,Armas
T8_OFF_SHIELD,Elder's Shield,Armas
T8_OFF_SHIELD@1,Elder's Shield .1,Armas
T8_OFF_SHIELD@2,Elder's Shield .2,Armas
T8_OFF_SHIELD@3,Elder's Shield .3,Armas
T8_OFF_SHIELD@4,Elder's Shield .4,Armas
T4_OFF_BOOK,Adept's Tome of Spells,Armas
T4_OFF_BOOK@1,Adept's Tome of Spells .1,Armas
T4_OFF_BOOK@2,Adept's Tome of Spells .2,Armas
T4_OFF_BOOK@3,Adept's Tome of Spells .3,Armas
T4_OFF_BOOK@4,Adept's Tome of Spells .4,Armas
T5_OFF_BOOK,Expert's Tome of Spells,Armas
T5_OFF_BOOK@1,Expert's Tome of Spells .1,Armas
T5_OFF_BOOK@2,Expert's Tome of Spells .2,Armas
T5_OFF_BOOK@3,Expert's Tome of Spells .3,Armas
T5_OFF_BOOK@4,Expert's Tome of Spells .4,Armas
T6_OFF_BOOK,Master's Tome of Spells,Armas
T6_OFF_BOOK@1,Master's Tome of Spells .1,Armas
T6_OFF_BOOK@2,Master's Tome of Spells .2,Armas
T6_OFF_BOOK@3,Master's Tome of Spells .3,Armas
T6_OFF_BOOK@4,Master's Tome of Spells .4,Armas
T7_OFF_BOOK,Grandmaster's Tome of Spells,Armas
T7_OFF_BOOK@1,Grandmaster's Tome of Spells .1,Armas
T7_OFF_BOOK@2,Grandmaster's Tome of Spells .2,Armas
T7_OFF_BOOK@3,Grandmaster's Tome of Spells .3,Armas
T7_OFF_BOOK@4,Grandmaster's Tome of Spells .4,Armas
T8_OFF_BOOK,Rosalia's Diary,Armas
T8_OFF_BOOK@1,Rosalia's Diary .1,Armas
T8_OFF_BOOK@2,Rosalia's Diary .2,Armas
T8_OFF_BOOK@3,Rosalia's Diary .3,Armas
T8_OFF_BOOK@4,Rosalia's Diary .4,Armas
T4_OFF_TORCH,Adept's Torch,Armas
T4_OFF_TORCH@1,Adept's Torch .1,Armas
T4_OFF_TORCH@2,Adept's Torch .2,Armas
T4_OFF_TORCH@3,Adept's Torch .3,Armas
T4_OFF_TORCH@4,Adept's Torch .4,Armas
T5_OFF_TORCH,Expert's Torch,Armas
T5_OFF_TORCH@1,Expert's Torch .1,Armas
T5_OFF_TORCH@2,Expert's Torch .2,Armas
T5_OFF_TORCH@3,Expert's Torch .3,Armas
T5_OFF_TORCH@4,Expert's Torch .4,Armas
T6_OFF_TORCH,Master's Torch,Armas
T6_OFF_TORCH@1,Master's Torch .1,Armas
T6_OFF_TORCH@2,Master's Torch .2,Armas
T6_OFF_TORCH@3,Master's Torch .3,Armas
T6_OFF_TORCH@4,Master's Torch .4,Armas
T7_OFF_TORCH,Grandmaster's Torch,Armas
T7_OFF_TORCH@1,Grandmaster's Torch .1,Armas
T7_OFF_TORCH@2,Grandmaster's Torch .2,Armas
T7_OFF_TORCH@3,Grandmaster's Torch .3,Armas
T7_OFF_TORCH@4,Grandmaster's Torch .4,Armas
T8_OFF_TORCH,Elder's Torch,Armas
T8_OFF_TORCH@1,Elder's Torch .1,Armas
T8_OFF_TORCH@2,Elder's Torch .2,Armas
T8_OFF_TORCH@3,Elder's Torch .3,Armas
T8_OFF_TORCH@4,Elder's Torch .4,Armas
T4_2H_BOW,Adept's Bow,Armas
T4_2H_BOW@1,Adept's Bow .1,Armas
T4_2H_BOW@2,Adept's Bow .2,Armas
T4_2H_BOW@3,Adept's Bow .3,Armas
T4_2H_BOW@4,Adept's Bow .4,Armas
T5_2H_BOW,Expert's Bow,Armas
T5_2H_BOW@1,Expert's Bow .1,Armas
T5_2H_BOW@2,Expert's Bow .2,Armas
T5_2H_BOW@3,Expert's Bow .3,Armas
T5_2H_BOW@4,Expert's Bow .4,Armas
T6_2H_BOW,Master's Bow,Armas
T6_2H_BOW@1,Master's Bow .1,Armas
T6_2H_BOW@2,Master's Bow .2,Armas
T6_2H_BOW@3,Master's Bow .3,Armas
T6_2H_BOW@4,Master's Bow .4,Armas
T7_2H_BOW,Grandmaster's Bow,Armas
T7_2H_BOW@1,Grandmaster's Bow .1,Armas
T7_2H_BOW@2,Grandmaster's Bow .2,Armas
T7_2H_BOW@3,Grandmaster's Bow .3,Armas
T7_2H_BOW@4,Grandmaster's Bow .4,Armas
T8_2H_BOW,Elder's Bow,Armas
T8_2H_BOW@1,Elder's Bow .1,Armas
T8_2H_BOW@2,Elder's Bow .2,Armas
T8_2H_BOW@3,Elder's Bow .3,Armas
T8_2H_BOW@4,Elder's Bow .4,Armas
T4_2H_WARBOW,Adept's Warbow,Armas
T4_2H_WARBOW@1,Adept's Warbow .1,Armas
T4_2H_WARBOW@2,Adept's Warbow .2,Armas
T4_2H_WARBOW@3,Adept's Warbow .3,Armas
T4_2H_WARBOW@4,Adept's Warbow .4,Armas
T5_2H_WARBOW,Expert's Warbow,Armas
T5_2H_WARBOW@1,Expert's Warbow .1,Armas
T5_2H_WARBOW@2,Expert's Warbow .2,Armas
T5_2H_WARBOW@3,Expert's Warbow .3,Armas
T5_2H_WARBOW@4,Expert's Warbow .4,Armas
T6_2H_WARBOW,Master's Warbow,Armas
T6_2H_WARBOW@1,Master's Warbow .1,Armas
T6_2H_WARBOW@2,Master's Warbow .2,Armas
T6_2H_WARBOW@3,Master's Warbow .3,Armas
T6_2H_WARBOW@4,Master's Warbow .4,Armas
T7_2H_WARBOW,Grandmaster's Warbow,Armas
T7_2H_WARBOW@1,Grandmaster's Warbow .1,Armas
T7_2H_WARBOW@2,Grandmaster's Warbow .2,Armas
T7_2H_WARBOW@3,Grandmaster's Warbow .3,Armas
T7_2H_WARBOW@4,Grandmaster's Warbow .4,Armas
T8_2H_WARBOW,Elder's Warbow,Armas
T8_2H_WARBOW@1,Elder's Warbow .1,Armas
T8_2H_WARBOW@2,Elder's Warbow .2,Armas
T8_2H_WARBOW@3,Elder's Warbow .3,Armas
T8_2H_WARBOW@4,Elder's Warbow .4,Armas
T4_2H_LONGBOW,Adept's Longbow,Armas
T4_2H_LONGBOW@1,Adept's Longbow .1,Armas
T4_2H_LONGBOW@2,Adept's Longbow .2,Armas
T4_2H_LONGBOW@3,Adept's Longbow .3,Armas
T4_2H_LONGBOW@4,Adept's Longbow .4,Armas
T5_2H_LONGBOW,Expert's Longbow,Armas
T5_2H_LONGBOW@1,Expert's Longbow .1,Armas
T5_2H_LONGBOW@2,Expert's Longbow .2,Armas
T5_2H_LONGBOW@3,Expert's Longbow .3,Armas
T5_2H_LONGBOW@4,Expert's Longbow .4,Armas
T6_2H_LONGBOW,Master's Longbow,Armas
T6_2H_LONGBOW@1,Master's Longbow .1,Armas
T6_2H_LONGBOW@2,Master's Longbow .2,Armas
T6_2H_LONGBOW@3,Master's Longbow .3,Armas
T6_2H_LONGBOW@4,Master's Longbow .4,Armas
T7_2H_LONGBOW,Grandmaster's Longbow,Armas
T7_2H_LONGBOW@1,Grandmaster's Longbow .1,Armas
T7_2H_LONGBOW@2,Grandmaster's Longbow .2,Armas
T7_2H_LONGBOW@3,Grandmaster's Longbow .3,Armas
T7_2H_LONGBOW@4,Grandmaster's Longbow .4,Armas
T8_2H_LONGBOW,Elder's Longbow,Armas
T8_2H_LONGBOW@1,Elder's Longbow .1,Armas
T8_2H_LONGBOW@2,Elder's Longbow .2,Armas
T8_2H_LONGBOW@3,Elder's Longbow .3,Armas
T8_2H_LONGBOW@4,Elder's Longbow .4,Armas
T4_2H_CROSSBOW,Adept's Crossbow,Armas
T4_2H_CROSSBOW@1,Adept's Crossbow .1,Armas
T4_2H_CROSSBOW@2,Adept's Crossbow .2,Armas
T4_2H_CROSSBOW@3,Adept's Crossbow .3,Armas
T4_2H_CROSSBOW@4,Adept's Crossbow .4,Armas
T5_2H_CROSSBOW,Expert's Crossbow,Armas
T5_2H_CROSSBOW@1,Expert's Crossbow .1,Armas
T5_2H_CROSSBOW@2,Expert's Crossbow .2,Armas
T5_2H_CROSSBOW@3,Expert's Crossbow .3,Armas
T5_2H_CROSSBOW@4,Expert's Crossbow .4,Armas
T6_2H_CROSSBOW,Master's Crossbow,Armas
T6_2H_CROSSBOW@1,Master's Crossbow .1,Armas
T6_2H_CROSSBOW@2,Master's Crossbow .2,Armas
T6_2H_CROSSBOW@3,Master's Crossbow .3,Armas
T6_2H_CROSSBOW@4,Master's Crossbow .4,Armas
T7_2H_CROSSBOW,Grandmaster's Crossbow,Armas
T7_2H_CROSSBOW@1,Grandmaster's Crossbow .1,Armas
T7_2H_CROSSBOW@2,Grandmaster's Crossbow .2,Armas
T7_2H_CROSSBOW@3,Grandmaster's Crossbow .3,Armas
T7_2H_CROSSBOW@4,Grandmaster's Crossbow .4,Armas
T8_2H_CROSSBOW,Elder's Crossbow,Armas
T8_2H_CROSSBOW@1,Elder's Crossbow .1,Armas
T8_2H_CROSSBOW@2,Elder's Crossbow .2,Armas
T8_2H_CROSSBOW@3,Elder's Crossbow .3,Armas
T8_2H_CROSSBOW@4,Elder's Crossbow .4,Armas
T4_2H_CROSSBOWLARGE,Adept's Heavy Crossbow,Armas
T4_2H_CROSSBOWLARGE@1,Adept's Heavy Crossbow .1,Armas
T4_2H_CROSSBOWLARGE@2,Adept's Heavy Crossbow .2,Armas
T4_2H_CROSSBOWLARGE@3,Adept's Heavy Crossbow .3,Armas
T4_2H_CROSSBOWLARGE@4,Adept's Heavy Crossbow .4,Armas
T5_2H_CROSSBOWLARGE,Expert's Heavy Crossbow,Armas
T5_2H_CROSSBOWLARGE@1,Expert's Heavy Crossbow .1,Armas
T5_2H_CROSSBOWLARGE@2,Expert's Heavy Crossbow .2,Armas
T5_2H_CROSSBOWLARGE@3,Expert's Heavy Crossbow .3,Armas
T5_2H_CROSSBOWLARGE@4,Expert's Heavy Crossbow .4,Armas
T6_2H_CROSSBOWLARGE,Master's Heavy Crossbow,Armas
T6_2H_CROSSBOWLARGE@1,Master's Heavy Crossbow .1,Armas
T6_2H_CROSSBOWLARGE@2,Master's Heavy Crossbow .2,Armas
T6_2H_CROSSBOWLARGE@3,Master's Heavy Crossbow .3,Armas
T6_2H_CROSSBOWLARGE@4,Master's Heavy Crossbow .4,Armas
T7_2H_CROSSBOWLARGE,Grandmaster's Heavy Crossbow,Armas
T7_2H_CROSSBOWLARGE@1,Grandmaster's Heavy Crossbow .1,Armas
T7_2H_CROSSBOWLARGE@2,Grandmaster's Heavy Crossbow .2,Armas
T7_2H_CROSSBOWLARGE@3,Grandmaster's Heavy Crossbow .3,Armas
T7_2H_CROSSBOWLARGE@4,Grandmaster's Heavy Crossbow .4,Armas
T8_2H_CROSSBOWLARGE,Elder's Heavy Crossbow,Armas
T8_2H_CROSSBOWLARGE@1,Elder's Heavy Crossbow .1,Armas
T8_2H_CROSSBOWLARGE@2,Elder's Heavy Crossbow .2,Armas
T8_2H_CROSSBOWLARGE@3,Elder's Heavy Crossbow .3,Armas
T8_2H_CROSSBOWLARGE@4,Elder's Heavy Crossbow .4,Armas
T4_MAIN_1HCROSSBOW,Adept's Light Crossbow,Armas
T4_MAIN_1HCROSSBOW@1,Adept's Light Crossbow .1,Armas
T4_MAIN_1HCROSSBOW@2,Adept's Light Crossbow .2,Armas
T4_MAIN_1HCROSSBOW@3,Adept's Light Crossbow .3,Armas
T4_MAIN_1HCROSSBOW@4,Adept's Light Crossbow .4,Armas
T5_MAIN_1HCROSSBOW,Expert's Light Crossbow,Armas
T5_MAIN_1HCROSSBOW@1,Expert's Light Crossbow .1,Armas
T5_MAIN_1HCROSSBOW@2,Expert's Light Crossbow .2,Armas
T5_MAIN_1HCROSSBOW@3,Expert's Light Crossbow .3,Armas
T5_MAIN_1HCROSSBOW@4,Expert's Light Crossbow .4,Armas
T6_MAIN_1HCROSSBOW,Master's Light Crossbow,Armas
T6_MAIN_1HCROSSBOW@1,Master's Light Crossbow .1,Armas
T6_MAIN_1HCROSSBOW@2,Master's Light Crossbow .2,Armas
T6_MAIN_1HCROSSBOW@3,Master's Light Crossbow .3,Armas
T6_MAIN_1HCROSSBOW@4,Master's Light Crossbow .4,Armas
T7_MAIN_1HCROSSBOW,Grandmaster's Light Crossbow,Armas
T7_MAIN_1HCROSSBOW@1,Grandmaster's Light Crossbow .1,Armas
T7_MAIN_1HCROSSBOW@2,Grandmaster's Light Crossbow .2,Armas
T7_MAIN_1HCROSSBOW@3,Grandmaster's Light Crossbow .3,Armas
T7_MAIN_1HCROSSBOW@4,Grandmaster's Light Crossbow .4,Armas
T8_MAIN_1HCROSSBOW,Elder's Light Crossbow,Armas
T8_MAIN_1HCROSSBOW@1,Elder's Light Crossbow .1,Armas
T8_MAIN_1HCROSSBOW@2,Elder's Light Crossbow .2,Armas
T8_MAIN_1HCROSSBOW@3,Elder's Light Crossbow .3,Armas
T8_MAIN_1HCROSSBOW@4,Elder's Light Crossbow .4,Armas
T4_MAIN_CURSEDSTAFF,Adept's Cursed Staff,Armas
T4_MAIN_CURSEDSTAFF@1,Adept's Cursed Staff .1,Armas
T4_MAIN_CURSEDSTAFF@2,Adept's Cursed Staff .2,Armas
T4_MAIN_CURSEDSTAFF@3,Adept's Cursed Staff .3,Armas
T4_MAIN_CURSEDSTAFF@4,Adept's Cursed Staff .4,Armas
T5_MAIN_CURSEDSTAFF,Expert's Cursed Staff,Armas
T5_MAIN_CURSEDSTAFF@1,Expert's Cursed Staff .1,Armas
T5_MAIN_CURSEDSTAFF@2,Expert's Cursed Staff .2,Armas
T5_MAIN_CURSEDSTAFF@3,Expert's Cursed Staff .3,Armas
T5_MAIN_CURSEDSTAFF@4,Expert's Cuned Staff .4,Armas
T6_MAIN_CURSEDSTAFF,Master's Cursed Staff,Armas
T6_MAIN_CURSEDSTAFF@1,Master's Cursed Staff .1,Armas
T6_MAIN_CURSEDSTAFF@2,Master's Cursed Staff .2,Armas
T6_MAIN_CURSEDSTAFF@3,Master's Cursed Staff .3,Armas
T6_MAIN_CURSEDSTAFF@4,Master's Cursed Staff .4,Armas
T7_MAIN_CURSEDSTAFF,Grandmaster's Cursed Staff,Armas
T7_MAIN_CURSEDSTAFF@1,Grandmaster's Cursed Staff .1,Armas
T7_MAIN_CURSEDSTAFF@2,Grandmaster's Cursed Staff .2,Armas
T7_MAIN_CURSEDSTAFF@3,Grandmaster's Cursed Staff .3,Armas
T7_MAIN_CURSEDSTAFF@4,Grandmaster's Cursed Staff .4,Armas
T8_MAIN_CURSEDSTAFF,Elder's Cursed Staff,Armas
T8_MAIN_CURSEDSTAFF@1,Elder's Cursed Staff .1,Armas
T8_MAIN_CURSEDSTAFF@2,Elder's Cursed Staff .2,Armas
T8_MAIN_CURSEDSTAFF@3,Elder's Cursed Staff .3,Armas
T8_MAIN_CURSEDSTAFF@4,Elder's Cursed Staff .4,Armas
T4_2H_CURSEDSTAFF,Adept's Great Cursed Staff,Armas
T4_2H_CURSEDSTAFF@1,Adept's Great Cursed Staff .1,Armas
T4_2H_CURSEDSTAFF@2,Adept's Great Cursed Staff .2,Armas
T4_2H_CURSEDSTAFF@3,Adept's Great Cursed Staff .3,Armas
T4_2H_CURSEDSTAFF@4,Adept's Great Cursed Staff .4,Armas
T5_2H_CURSEDSTAFF,Expert's Great Cursed Staff,Armas
T5_2H_CURSEDSTAFF@1,Expert's Great Cursed Staff .1,Armas
T5_2H_CURSEDSTAFF@2,Expert's Great Cursed Staff .2,Armas
T5_2H_CURSEDSTAFF@3,Expert's Great Cursed Staff .3,Armas
T5_2H_CURSEDSTAFF@4,Expert's Great Cursed Staff .4,Armas
T6_2H_CURSEDSTAFF,Master's Great Cursed Staff,Armas
T6_2H_CURSEDSTAFF@1,Master's Great Cursed Staff .1,Armas
T6_2H_CURSEDSTAFF@2,Master's Great Cursed Staff .2,Armas
T6_2H_CURSEDSTAFF@3,Master's Great Cursed Staff .3,Armas
T6_2H_CURSEDSTAFF@4,Master's Great Cursed Staff .4,Armas
T7_2H_CURSEDSTAFF,Grandmaster's Great Cursed Staff,Armas
T7_2H_CURSEDSTAFF@1,Grandmaster's Great Cursed Staff .1,Armas
T7_2H_CURSEDSTAFF@2,Grandmaster's Great Cursed Staff .2,Armas
T7_2H_CURSEDSTAFF@3,Grandmaster's Great Cursed Staff .3,Armas
T7_2H_CURSEDSTAFF@4,Grandmaster's Great Cursed Staff .4,Armas
T8_2H_CURSEDSTAFF,Elder's Great Cursed Staff,Armas
T8_2H_CURSEDSTAFF@1,Elder's Great Cursed Staff .1,Armas
T8_2H_CURSEDSTAFF@2,Elder's Great Cursed Staff .2,Armas
T8_2H_CURSEDSTAFF@3,Elder's Great Cursed Staff .3,Armas
T8_2H_CURSEDSTAFF@4,Elder's Great Cursed Staff .4,Armas
T4_2H_DEMONICSTAFF,Adept's Demonic Staff,Armas
T4_2H_DEMONICSTAFF@1,Adept's Demonic Staff .1,Armas
T4_2H_DEMONICSTAFF@2,Adept's Demonic Staff .2,Armas
T4_2H_DEMONICSTAFF@3,Adept's Demonic Staff .3,Armas
T4_2H_DEMONICSTAFF@4,Adept's Demonic Staff .4,Armas
T5_2H_DEMONICSTAFF,Expert's Demonic Staff,Armas
T5_2H_DEMONICSTAFF@1,Expert's Demonic Staff .1,Armas
T5_2H_DEMONICSTAFF@2,Expert's Demonic Staff .2,Armas
T5_2H_DEMONICSTAFF@3,Expert's Demonic Staff .3,Armas
T5_2H_DEMONICSTAFF@4,Expert's Demonic Staff .4,Armas
T6_2H_DEMONICSTAFF,Master's Demonic Staff,Armas
T6_2H_DEMONICSTAFF@1,Master's Demonic Staff .1,Armas
T6_2H_DEMONICSTAFF@2,Master's Demonic Staff .2,Armas
T6_2H_DEMONICSTAFF@3,Master's Demonic Staff .3,Armas
T6_2H_DEMONICSTAFF@4,Master's Demonic Staff .4,Armas
T7_2H_DEMONICSTAFF,Grandmaster's Demonic Staff,Armas
T7_2H_DEMONICSTAFF@1,Grandmaster's Demonic Staff .1,Armas
T7_2H_DEMONICSTAFF@2,Grandmaster's Demonic Staff .2,Armas
T7_2H_DEMONICSTAFF@3,Grandmaster's Demonic Staff .3,Armas
T7_2H_DEMONICSTAFF@4,Grandmaster's Demonic Staff .4,Armas
T8_2H_DEMONICSTAFF,Elder's Demonic Staff,Armas
T8_2H_DEMONICSTAFF@1,Elder's Demonic Staff .1,Armas
T8_2H_DEMONICSTAFF@2,Elder's Demonic Staff .2,Armas
T8_2H_DEMONICSTAFF@3,Elder's Demonic Staff .3,Armas
T8_2H_DEMONICSTAFF@4,Elder's Demonic Staff .4,Armas
T4_MAIN_FIRESTAFF,Adept's Fire Staff,Armas
T4_MAIN_FIRESTAFF@1,Adept's Fire Staff .1,Armas
T4_MAIN_FIRESTAFF@2,Adept's Fire Staff .2,Armas
T4_MAIN_FIRESTAFF@3,Adept's Fire Staff .3,Armas
T4_MAIN_FIRESTAFF@4,Adept's Fire Staff .4,Armas
T5_MAIN_FIRESTAFF,Expert's Fire Staff,Armas
T5_MAIN_FIRESTAFF@1,Expert's Fire Staff .1,Armas
T5_MAIN_FIRESTAFF@2,Expert's Fire Staff .2,Armas
T5_MAIN_FIRESTAFF@3,Expert's Fire Staff .3,Armas
T5_MAIN_FIRESTAFF@4,Expert's Fire Staff .4,Armas
T6_MAIN_FIRESTAFF,Master's Fire Staff,Armas
T6_MAIN_FIRESTAFF@1,Master's Fire Staff .1,Armas
T6_MAIN_FIRESTAFF@2,Master's Fire Staff .2,Armas
T6_MAIN_FIRESTAFF@3,Master's Fire Staff .3,Armas
T6_MAIN_FIRESTAFF@4,Master's Fire Staff .4,Armas
T7_MAIN_FIRESTAFF,Grandmaster's Fire Staff,Armas
T7_MAIN_FIRESTAFF@1,Grandmaster's Fire Staff .1,Armas
T7_MAIN_FIRESTAFF@2,Grandmaster's Fire Staff .2,Armas
T7_MAIN_FIRESTAFF@3,Grandmaster's Fire Staff .3,Armas
T7_MAIN_FIRESTAFF@4,Grandmaster's Fire Staff .4,Armas
T8_MAIN_FIRESTAFF,Elder's Fire Staff,Armas
T8_MAIN_FIRESTAFF@1,Elder's Fire Staff .1,Armas
T8_MAIN_FIRESTAFF@2,Elder's Fire Staff .2,Armas
T8_MAIN_FIRESTAFF@3,Elder's Fire Staff .3,Armas
T8_MAIN_FIRESTAFF@4,Elder's Fire Staff .4,Armas
T4_2H_FIRESTAFF,Adept's Great Fire Staff,Armas
T4_2H_FIRESTAFF@1,Adept's Great Fire Staff .1,Armas
T4_2H_FIRESTAFF@2,Adept's Great Fire Staff .2,Armas
T4_2H_FIRESTAFF@3,Adept's Great Fire Staff .3,Armas
T4_2H_FIRESTAFF@4,Adept's Great Fire Staff .4,Armas
T5_2H_FIRESTAFF,Expert's Great Fire Staff,Armas
T5_2H_FIRESTAFF@1,Expert's Great Fire Staff .1,Armas
T5_2H_FIRESTAFF@2,Expert's Great Fire Staff .2,Armas
T5_2H_FIRESTAFF@3,Expert's Great Fire Staff .3,Armas
T5_2H_FIRESTAFF@4,Expert's Great Fire Staff .4,Armas
T6_2H_FIRESTAFF,Master's Great Fire Staff,Armas
T6_2H_FIRESTAFF@1,Master's Great Fire Staff .1,Armas
T6_2H_FIRESTAFF@2,Master's Great Fire Staff .2,Armas
T6_2H_FIRESTAFF@3,Master's Great Fire Staff .3,Armas
T6_2H_FIRESTAFF@4,Master's Great Fire Staff .4,Armas
T7_2H_FIRESTAFF,Grandmaster's Great Fire Staff,Armas
T7_2H_FIRESTAFF@1,Grandmaster's Great Fire Staff .1,Armas
T7_2H_FIRESTAFF@2,Grandmaster's Great Fire Staff .2,Armas
T7_2H_FIRESTAFF@3,Grandmaster's Great Fire Staff .3,Armas
T7_2H_FIRESTAFF@4,Grandmaster's Great Fire Staff .4,Armas
T8_2H_FIRESTAFF,Vendetta's Wrath,Armas
T8_2H_FIRESTAFF@1,Vendetta's Wrath .1,Armas
T8_2H_FIRESTAFF@2,Vendetta's Wrath .2,Armas
T8_2H_FIRESTAFF@3,Vendetta's Wrath .3,Armas
T8_2H_FIRESTAFF@4,Vendetta's Wrath .4,Armas
T4_2H_INFERNOSTAFF,Adept's Infernal Staff,Armas
T4_2H_INFERNOSTAFF@1,Adept's Infernal Staff .1,Armas
T4_2H_INFERNOSTAFF@2,Adept's Infernal Staff .2,Armas
T4_2H_INFERNOSTAFF@3,Adept's Infernal Staff .3,Armas
T4_2H_INFERNOSTAFF@4,Adept's Infernal Staff .4,Armas
T5_2H_INFERNOSTAFF,Expert's Infernal Staff,Armas
T5_2H_INFERNOSTAFF@1,Expert's Infernal Staff .1,Armas
T5_2H_INFERNOSTAFF@2,Expert's Infernal Staff .2,Armas
T5_2H_INFERNOSTAFF@3,Expert's Infernal Staff .3,Armas
T5_2H_INFERNOSTAFF@4,Expert's Infernal Staff .4,Armas
T6_2H_INFERNOSTAFF,Master's Infernal Staff,Armas
T6_2H_INFERNOSTAFF@1,Master's Infernal Staff .1,Armas
T6_2H_INFERNOSTAFF@2,Master's Infernal Staff .2,Armas
T6_2H_INFERNOSTAFF@3,Master's Infernal Staff .3,Armas
T6_2H_INFERNOSTAFF@4,Master's Infernal Staff .4,Armas
T7_2H_INFERNOSTAFF,Grandmaster's Infernal Staff,Armas
T7_2H_INFERNOSTAFF@1,Grandmaster's Infernal Staff .1,Armas
T7_2H_INFERNOSTAFF@2,Grandmaster's Infernal Staff .2,Armas
T7_2H_INFERNOSTAFF@3,Grandmaster's Infernal Staff .3,Armas
T7_2H_INFERNOSTAFF@4,Grandmaster's Infernal Staff .4,Armas
T8_2H_INFERNOSTAFF,Elder's Infernal Staff,Armas
T8_2H_INFERNOSTAFF@1,Elder's Infernal Staff .1,Armas
T8_2H_INFERNOSTAFF@2,Elder's Infernal Staff .2,Armas
T8_2H_INFERNOSTAFF@3,Elder's Infernal Staff .3,Armas
T8_2H_INFERNOSTAFF@4,Elder's Infernal Staff .4,Armas
T4_MAIN_FROSTSTAFF,Adept's Frost Staff,Armas
T4_MAIN_FROSTSTAFF@1,Adept's Frost Staff .1,Armas
T4_MAIN_FROSTSTAFF@2,Adept's Frost Staff .2,Armas
T4_MAIN_FROSTSTAFF@3,Adept's Frost Staff .3,Armas
T4_MAIN_FROSTSTAFF@4,Adept's Frost Staff .4,Armas
T5_MAIN_FROSTSTAFF,Expert's Frost Staff,Armas
T5_MAIN_FROSTSTAFF@1,Expert's Frost Staff .1,Armas
T5_MAIN_FROSTSTAFF@2,Expert's Frost Staff .2,Armas
T5_MAIN_FROSTSTAFF@3,Expert's Frost Staff .3,Armas
T5_MAIN_FROSTSTAFF@4,Expert's Frost Staff .4,Armas
T6_MAIN_FROSTSTAFF,Master's Frost Staff,Armas
T6_MAIN_FROSTSTAFF@1,Master's Frost Staff .1,Armas
T6_MAIN_FROSTSTAFF@2,Master's Frost Staff .2,Armas
T6_MAIN_FROSTSTAFF@3,Master's Frost Staff .3,Armas
T6_MAIN_FROSTSTAFF@4,Master's Frost Staff .4,Armas
T7_MAIN_FROSTSTAFF,Grandmaster's Frost Staff,Armas
T7_MAIN_FROSTSTAFF@1,Grandmaster's Frost Staff .1,Armas
T7_MAIN_FROSTSTAFF@2,Grandmaster's Frost Staff .2,Armas
T7_MAIN_FROSTSTAFF@3,Grandmaster's Frost Staff .3,Armas
T7_MAIN_FROSTSTAFF@4,Grandmaster's Frost Staff .4,Armas
T8_MAIN_FROSTSTAFF,Elder's Frost Staff,Armas
T8_MAIN_FROSTSTAFF@1,Elder's Frost Staff .1,Armas
T8_MAIN_FROSTSTAFF@2,Elder's Frost Staff .2,Armas
T8_MAIN_FROSTSTAFF@3,Elder's Frost Staff .3,Armas
T8_MAIN_FROSTSTAFF@4,Elder's Frost Staff .4,Armas
T4_2H_FROSTSTAFF,Adept's Great Frost Staff,Armas
T4_2H_FROSTSTAFF@1,Adept's Great Frost Staff .1,Armas
T4_2H_FROSTSTAFF@2,Adept's Great Frost Staff .2,Armas
T4_2H_FROSTSTAFF@3,Adept's Great Frost Staff .3,Armas
T4_2H_FROSTSTAFF@4,Adept's Great Frost Staff .4,Armas
T5_2H_FROSTSTAFF,Expert's Great Frost Staff,Armas
T5_2H_FROSTSTAFF@1,Expert's Great Frost Staff .1,Armas
T5_2H_FROSTSTAFF@2,Expert's Great Frost Staff .2,Armas
T5_2H_FROSTSTAFF@3,Expert's Great Frost Staff .3,Armas
T5_2H_FROSTSTAFF@4,Expert's Great Frost Staff .4,Armas
T6_2H_FROSTSTAFF,Master's Great Frost Staff,Armas
T6_2H_FROSTSTAFF@1,Master's Great Frost Staff .1,Armas
